0.5,0.25,0
0.52,0.25,0
0.54,0.25,0
0.56,0.25,0
0.58,0.25,0
0.6,0.25,0
0.62,0.25,0
0.64,0.25,0
0.66,0.25,0
0.68,0.25,0
0.7,0.25,0
0.72,0.25,0
0.74,0.25,0
0.76,0.25,0
0.78,0.25,0
0.8,0.25,0
0.5,0.5,1
0.52,0.5,1
0.54,0.5,0
0.56,0.5,0
0.58,0.5,0
0.6,0.5,1
0.62,0.5,1
0.64,0.5,1
0.66,0.5,0
0.68,0.5,0
0.7,0.5,0
0.72,0.5,0
0.74,0.5,0
0.76,0.5,0
0.78,0.5,0
0.8,0.5,0
0.5,0.75,1
0.52,0.75,1
0.54,0.75,0
0.56,0.75,0
0.6,0.75,1
0.68,0.75,0
0.7,0.75,0
0.72,0.75,0
0.74,0.75,0
0.76,0.75,0
0.78,0.75,1
0.8,0.75,1
0.52,1,1
0.54,1,1
0.58,1,1
0.66,1,1
0.68,1,1
0.7,1,1
0.72,1,0
0.74,1,0
0.76,1,1
0.78,1,1
0.56,1.25,1
0.72,1.25,0
0.74,1.25,1
0.72,1.5,0
0.74,1.5,1
0.72,1.75,0
0.72,2,0
0.72,2.5,1
0.84,0.25,0
0.84,0.5,1
0.88,0.25,0
0.88,0.5,1
0.88,0.75,1
0.92,0.25,0
0.92,0.5,0
0.92,0.75,0
0.92,1,1
0.96,0.25,0
0.96,0.5,0
0.96,0.75,0
0.96,1,0
0.96,1.5,1
1,0.25,0
1,0.5,0
1,0.75,0
1,1,0
1,1.25,0
1,1.5,0
1,1.75,1
1.05,0.25,0
1.05,0.5,0
1.05,0.75,0
1.05,1,0
1.05,1.25,0
1.05,1.5,0
1.1,0.25,0
1.1,0.5,0
1.1,0.75,0
1.1,1,0
1.1,1.25,0
1.1,1.5,0
1.1,1.75,0
1.1,2,1
1.15,0.25,0
1.15,0.5,0
1.15,0.75,0
1.15,1,0
1.15,1.25,0
1.15,1.5,1
1.15,1.75,1
1.2,0.25,0
1.2,0.5,0
1.2,0.75,0
1.2,1,0
1.2,1.25,1
1.2,1.5,1
1.25,0.25,0
1.25,0.5,0
1.25,0.75,0
1.25,1,1
1.3,0.25,0
1.3,0.5,0
1.3,0.75,1
1.3,1,1
